Year,Datetime,Stage,Stadium,City,Referee,Assistant1,Assistant2,Host,TournamentGoals,QualifiedTeams,TournamentMatches,Winner
1978,06 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,MARTINEZ Angel (ESP),PESTARINO Luis (ARG),THOMAS Clive (WAL),Argentina,102,16,38,Argentina
1978,06 Jun 1978 - 16:45,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba,BOUZO Farouk (SYR),GARRIDO Antonio (POR),RION Francis (BEL),Argentina,102,16,38,Argentina
1978,06 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,DUBACH Jean (SUI),OROZCO GUERRERO Cesar (PER),WINSEMANN Werner (CAN),Argentina,102,16,38,Argentina
1978,07 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata,GONELLA Sergio (ITA),KLEIN Abraham (ISR),ITHURRALDE Arturo Andres (ARG),Argentina,102,16,38,Argentina
1978,07 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Buenos Aires,CORVER Charles (NED),MAKSIMOVIC Dusan (SCG),SEOUDI Hedi (TUN),Argentina,102,16,38,Argentina
1978,07 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba,NDIAYE Youssou (SEN),RAINEA Nicolae (ROU),COELHO Arnaldo (BRA),Argentina,102,16,38,Argentina
1978,07 Jun 1978 - 16:45,Group 4,San Martin,Mendoza,PROKOP Adolf (GDR),COEREZZA Norberto Angel (ARG),IVANOV Anatoly (URS),Argentina,102,16,38,Argentina
1978,10 Jun 1978 - 15:10,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata,COELHO Arnaldo (BRA),PARTRIDGE Pat (ENG),SILVAGNO CAVANNA Juan (CHI),Argentina,102,16,38,Argentina
1978,10 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,NAMDAR Jafar (IRN),ERIKSSON Ulf (SWE),CORVER Charles (NED),Argentina,102,16,38,Argentina
1978,10 Jun 1978 - 16:45,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba,OROZCO GUERRERO Cesar (PER),COMESANA Miguel (ARG),PESTARINO Luis (ARG),Argentina,102,16,38,Argentina
1978,10 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,KLEIN Abraham (ISR),GONZALEZ ARCHUNDIA Alfonso (MEX),RION Francis (BEL),Argentina,102,16,38,Argentina
1978,11 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata,WURTZ Robert (FRA),BOUZO Farouk (SYR),GEBREYESUS DIFUE Tesfaye (ERI),Argentina,102,16,38,Argentina
1978,11 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Buenos Aires,BIWERSI Ferdinand (GER),ITHURRALDE Arturo Andres (ARG),PROKOP Adolf (GDR),Argentina,102,16,38,Argentina
1978,11 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba,JARGUZ Alojzy (POL),MAKSIMOVIC Dusan (SCG),WINSEMANN Werner (CAN),Argentina,102,16,38,Argentina
1978,11 Jun 1978 - 16:45,Group 4,San Martin,Mendoza,LINEMAYR Erich (AUT),PALOTAI Karoly (HUN),SEOUDI Hedi (TUN),Argentina,102,16,38,Argentina
1978,14 Jun 1978 - 13:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,MAKSIMOVIC Dusan (SCG),GONZALEZ ARCHUNDIA Alfonso (MEX),COMESANA Miguel (ARG),Argentina,102,16,38,Argentina
1978,14 Jun 1978 - 13:45,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba,GORDON John (SCO),ITHURRALDE Arturo Andres (ARG),BOUZO Farouk (SYR),Argentina,102,16,38,Argentina
1978,14 Jun 1978 - 16:45,Group B,San Martin,Mendoza,RAINEA Nicolae (ROU),DUBACH Jean (SUI),WINSEMANN Werner (CAN),Argentina,102,16,38,Argentina
1978,14 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,ERIKSSON Ulf (SWE),NAMDAR Jafar (IRN),GEBREYESUS DIFUE Tesfaye (ERI),Argentina,102,16,38,Argentina
1978,18 Jun 1978 - 13:45,Group B,San Martin,Mendoza,PARTRIDGE Pat (ENG),CLIVE Thomas (WAL),CORVER Charles (NED),Argentina,102,16,38,Argentina
1978,18 Jun 1978 - 16:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,RION Francis (BEL),COEREZZA Norberto Angel (ARG),NDIAYE Youssou (SEN),Argentina,102,16,38,Argentina
1978,18 Jun 1978 - 16:45,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba,BARRETO RUIZ Ramon (URU),COMESANA Miguel (ARG),COELHO Arnaldo (BRA),Argentina,102,16,38,Argentina
1978,18 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,PALOTAI Karoly (HUN),LINEMAYR Erich (AUT),PROKOP Adolf (GDR),Argentina,102,16,38,Argentina
1978,21 Jun 1978 - 13:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,MARTINEZ Angel (ESP),PESTARINO Luis (ARG),OROZCO GUERRERO Cesar (PER),Argentina,102,16,38,Argentina
1978,21 Jun 1978 - 13:45,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba,KLEIN Abraham (ISR),JARGUZ Alojzy (POL),GARRIDO Antonio (POR),Argentina,102,16,38,Argentina
1978,21 Jun 1978 - 16:45,Group B,San Martin,Mendoza,SILVAGNO CAVANNA Juan (CHI),IVANOV Anatoly (URS),GONZALEZ ARCHUNDIA Alfonso (MEX),Argentina,102,16,38,Argentina
1978,21 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,WURTZ Robert (FRA),BIWERSI Ferdinand (GER),GONELLA Sergio (ITA),Argentina,102,16,38,Argentina
1978,24 Jun 1978 - 15:00,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,KLEIN Abraham (ISR),GONZALEZ ARCHUNDIA Alfonso (MEX),PALOTAI Karoly (HUN),Argentina,102,16,38,Argentina
1978,25 Jun 1978 - 15:00,Final,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,GONELLA Sergio (ITA),BARRETO RUIZ Ramon (URU),LINEMAYR Erich (AUT),Argentina,102,16,38,Argentina
1982,13 Jun 1982 - 20:00,Group 3,Camp Nou,Barcelona,CHRISTOV Vojtech (TCH),PALOTAI Karoly (HUN),JARGUZ Alojzy (POL),Spain,146,24,52,Italy
1982,14 Jun 1982 - 17:15,Group 1,Estadio Municipal de Bala�dos,Vigo,VAUTROT Michel (FRA),PROKOP Adolf (GDR),RAINEA Nicolae (ROU),Spain,146,24,52,Italy
1982,14 Jun 1982 - 21:00,Group 6,Ramon Sanchez Pizjuan,Seville,LAMO CASTILLO Augusto (ESP),SANCHEZ ARMINIO Victoriano (ESP),GARCIA CARRION Jose L. (ESP),Spain,146,24,52,Italy
1982,15 Jun 1982 - 17:15,Group 1,Riazor,La Coru�A,WOEHRER Franz (AUT),RAINEA Nicolae (ROU),PROKOP Adolf (GDR),Spain,146,24,52,Italy
1982,15 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Elche,AL DOY Ebrahim (BHR),CORVER Charles (NED),LUND-SORENSEN Henning (DEN),Spain,146,24,52,Italy
1982,15 Jun 1982 - 21:00,Group 6,La Rosaleda,Malaga,SOCHA David (USA),CHAN Thomson Tam Sun (HKG),EL GHOUL Yusef Mohamed (LBY),Spain,146,24,52,Italy
1982,16 Jun 1982 - 17:15,Group 2,El Molinon,Gijon,LABO REVOREDO Enrique (PER),ARISTIZABAL MURCIA Gilberto (COL),CASARIN Paolo (ITA),Spain,146,24,52,Italy
1982,16 Jun 1982 - 17:15,Group 4,San Mames,Bilbao,GARRIDO Antonio (POR),CASTRO Gaston (CHI),COELHO Arnaldo (BRA),Spain,146,24,52,Italy
1982,16 Jun 1982 - 21:00,Group 5,Luis Casanova,Valencia,ITHURRALDE Arturo Andres (ARG),DOTCHEV Bogdan (BUL),BARRANCOS Luis (BOL),Spain,146,24,52,Italy
1982,17 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,CARDELLINO DE SAN VICENTE Juan (URU),CASARIN Paolo (ITA),ARISTIZABAL MURCIA Gilberto (COL),Spain,146,24,52,Italy
1982,17 Jun 1982 - 17:45,Group 4,Jose Zorrilla,Valladolid,DWOMOH Benjamin (GHA),MENDEZ MOLINA Romulo (GUA),VALENTINE Robert (SCO),Spain,146,24,52,Italy
1982,17 Jun 1982 - 21:00,Group 5,La Romareda,Zaragoza,FREDRIKSSON Erik (SWE),GALLER Bruno (SUI),PALOTAI Karoly (HUN),Spain,146,24,52,Italy
1982,18 Jun 1982 - 17:15,Group 1,Estadio Municipal de Bala�dos,Vigo,ESCHWEILER Walter (GER),RUBIO VAZQUEZ Mario (MEX),KLEIN Abraham (ISR),Spain,146,24,52,Italy
1982,18 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Alicante,LACARNE Belaid (ALG),VAUTROT Michel (FRA),RAINEA Nicolae (ROU),Spain,146,24,52,Italy
1982,18 Jun 1982 - 21:00,Group 6,Benito Villamarin,Seville,SILES Jesus Paulino (CRC),CHAN Thomson Tam Sun (HKG),PROKOP Adolf (GDR),Spain,146,24,52,Italy
1982,19 Jun 1982 - 19:15,Group 1,Riazor,La Coru�A,PONNET Alexis (BEL),ESCHWEILER Walter (GER),RUBIO VAZQUEZ Mario (MEX),Spain,146,24,52,Italy
1982,19 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Elche,MOFFATT Malcolm (NIR),CASTRO Gaston (CHI),JARGUZ Alojzy (POL),Spain,146,24,52,Italy
1982,19 Jun 1982 - 21:00,Group 6,La Rosaleda,Malaga,EL GHOUL Yusef Mohamed (LBY),SORIANO ALADREN Emilio (ESP),WHITE Clive (ENG),Spain,146,24,52,Italy
1982,20 Jun 1982 - 17:15,Group 2,El Molinon,Gijon,GALLER Bruno (SUI),CHRISTOV Vojtech (TCH),BOSKOVIC Tony (AUS),Spain,146,24,52,Italy
1982,20 Jun 1982 - 17:15,Group 4,San Mames,Bilbao,CORVER Charles (NED),DOTCHEV Bogdan (BUL),ARISTIZABAL MURCIA Gilberto (COL),Spain,146,24,52,Italy
1982,20 Jun 1982 - 21:00,Group 5,Luis Casanova,Valencia,LUND-SORENSEN Henning (DEN),GARRIDO Antonio (POR),ITHURRALDE Arturo Andres (ARG),Spain,146,24,52,Italy
1982,21 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,BOSKOVIC Tony (AUS),CHRISTOV Vojtech (TCH),AL DOY Ebrahim (BHR),Spain,146,24,52,Italy
1982,21 Jun 1982 - 17:15,Group 4,Jose Zorrilla,Valladolid,STUPAR Miroslav (URS),FREDRIKSSON Erik (SWE),MATOVINOVIC Damir (CRO),Spain,146,24,52,Italy
1982,21 Jun 1982 - 21:00,Group 5,La Romareda,Zaragoza,CHAN Thomson Tam Sun (HKG),LABO REVOREDO Enrique (PER),CASARIN Paolo (ITA),Spain,146,24,52,Italy
1982,22 Jun 1982 - 17:15,Group 1,Riazor,La Coru�A,RUBIO VAZQUEZ Mario (MEX),SORIANO ALADREN Emilio (ESP),SANCHEZ ARMINIO Victoriano (ESP),Spain,146,24,52,Italy
1982,22 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Elche,WHITE Clive (ENG),ESCHWEILER Walter (GER),LACARNE Belaid (ALG),Spain,146,24,52,Italy
1982,22 Jun 1982 - 21:00,Group 6,La Rosaleda,Malaga,RAINEA Nicolae (ROU),JARGUZ Alojzy (POL),PONNET Alexis (BEL),Spain,146,24,52,Italy
1982,23 Jun 1982 - 17:15,Group 1,Estadio Municipal de Bala�dos,Vigo,DOTCHEV Bogdan (BUL),SORIANO ALADREN Emilio (ESP),SANCHEZ ARMINIO Victoriano (ESP),Spain,146,24,52,Italy
1982,23 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Alicante,BARRANCOS Luis (BOL),LAMO CASTILLO Augusto (ESP),LACARNE Belaid (ALG),Spain,146,24,52,Italy
1982,23 Jun 1982 - 21:00,Group 6,Benito Villamarin,Seville,MATOVINOVIC Damir (CRO),KLEIN Abraham (ISR),CORVER Charles (NED),Spain,146,24,52,Italy
1982,24 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,MENDEZ MOLINA Romulo (GUA),FREDRIKSSON Erik (SWE),COELHO Arnaldo (BRA),Spain,146,24,52,Italy
1982,24 Jun 1982 - 17:15,Group 4,Jose Zorrilla,Valladolid,CASARIN Paolo (ITA),DWOMOH Benjamin (GHA),PALOTAI Karoly (HUN),Spain,146,24,52,Italy
1982,24 Jun 1982 - 21:00,Group 5,La Romareda,Zaragoza,CASTRO Gaston (CHI),SILES Jesus Paulino (CRC),ITHURRALDE Arturo Andres (ARG),Spain,146,24,52,Italy
1982,25 Jun 1982 - 17:15,Group 2,El Molinon,Gijon,VALENTINE Robert (SCO),AL DOY Ebrahim (BHR),COELHO Arnaldo (BRA),Spain,146,24,52,Italy
1982,25 Jun 1982 - 17:15,Group 4,San Mames,Bilbao,ARISTIZABAL MURCIA Gilberto (COL),LUND-SORENSEN Henning (DEN),GARCIA CARRION Jose L. (ESP),Spain,146,24,52,Italy
1982,25 Jun 1982 - 21:00,Group 5,Luis Casanova,Valencia,ORTIZ Hector (PAR),LABO REVOREDO Enrique (PER),PONNET Alexis (BEL),Spain,146,24,52,Italy
1982,28 Jun 1982 - 17:15,Group 4,Vicente Calderon,Madrid,PALOTAI Karoly (HUN),CHRISTOV Vojtech (TCH),MATOVINOVIC Damir (CRO),Spain,146,24,52,Italy
1982,28 Jun 1982 - 21:00,Group 1,Camp Nou,Barcelona,SILES Jesus Paulino (CRC),LABO REVOREDO Enrique (PER),CASTRO Gaston (CHI),Spain,146,24,52,Italy
1982,29 Jun 1982 - 17:15,Group 3,Sarria,Barcelona,RAINEA Nicolae (ROU),GALLER Bruno (SUI),LACARNE Belaid (ALG),Spain,146,24,52,Italy
1982,29 Jun 1982 - 21:00,Group 2,Santiago Bernabeu,Madrid,COELHO Arnaldo (BRA),ORTIZ Hector (PAR),MENDEZ MOLINA Romulo (GUA),Spain,146,24,52,Italy
1982,01 Jul 1982 - 17:15,Group 4,Vicente Calderon,Madrid,PROKOP Adolf (GDR),FREDRIKSSON Erik (SWE),ESCHWEILER Walter (GER),Spain,146,24,52,Italy
1982,01 Jul 1982 - 21:00,Group 1,Camp Nou,Barcelona,VAUTROT Michel (FRA),CORVER Charles (NED),GARRIDO Antonio (POR),Spain,146,24,52,Italy
1982,02 Jul 1982 - 17:15,Group 3,Sarria,Barcelona,RUBIO VAZQUEZ Mario (MEX),ARISTIZABAL MURCIA Gilberto (COL),CASTRO Gaston (CHI),Spain,146,24,52,Italy
1982,02 Jul 1982 - 21:00,Group 2,Santiago Bernabeu,Madrid,CASARIN Paolo (ITA),WOEHRER Franz (AUT),PALOTAI Karoly (HUN),Spain,146,24,52,Italy
1982,04 Jul 1982 - 17:15,Group 4,Vicente Calderon,Madrid,JARGUZ Alojzy (POL),RAINEA Nicolae (ROU),EL GHOUL Yusef Mohamed (LBY),Spain,146,24,52,Italy
1982,04 Jul 1982 - 21:00,Group 1,Camp Nou,Barcelona,VALENTINE Robert (SCO),LUND-SORENSEN Henning (DEN),WHITE Clive (ENG),Spain,146,24,52,Italy
1982,05 Jul 1982 - 17:15,Group 3,Sarria,Barcelona,KLEIN Abraham (ISR),CHAN Thomson Tam Sun (HKG),DOTCHEV Bogdan (BUL),Spain,146,24,52,Italy
1982,05 Jul 1982 - 21:00,Group 2,Santiago Bernabeu,Madrid,PONNET Alexis (BEL),VAUTROT Michel (FRA),LACARNE Belaid (ALG),Spain,146,24,52,Italy
1982,08 Jul 1982 - 17:15,Semi-finals,Camp Nou,Barcelona,CARDELLINO DE SAN VICENTE Juan (URU),SOCHA David (USA),ARISTIZABAL MURCIA Gilberto (COL),Spain,146,24,52,Italy
1982,08 Jul 1982 - 21:00,Semi-finals,Ramon Sanchez Pizjuan,Seville,CORVER Charles (NED),GALLER Bruno (SUI),VALENTINE Robert (SCO),Spain,146,24,52,Italy
1982,10 Jul 1982 - 20:00,Match for third place,Jose Rico Perez,Alicante,GARRIDO Antonio (POR),RUBIO VAZQUEZ Mario (MEX),LACARNE Belaid (ALG),Spain,146,24,52,Italy
1982,11 Jul 1982 - 20:00,Final,Santiago Bernabeu,Madrid,COELHO Arnaldo (BRA),KLEIN Abraham (ISR),CHRISTOV Vojtech (TCH),Spain,146,24,52,Italy
1986,31 May 1986 - 12:00,Group A,Estadio Azteca,Mexico City,FREDRIKSSON Erik (SWE),CODESAL MENDEZ Edgardo (MEX),ROTH Volker (GER),Mexico,132,24,52,Argentina
1986,01 Jun 1986 - 16:00,Group C,Nou Camp - Estadio Le�n,Leon,SILVA ARCE Hernan (CHI),MENDEZ MOLINA Romulo (GUA),ULLOA MORERA Berny (CRC),Mexico,132,24,52,Argentina
1986,01 Jun 1986 - 12:00,Group D,Jalisco,Guadalajara,BAMBRIDGE Christopher (AUS),SOCHA David (USA),KEIZER Jan (NED),Mexico,132,24,52,Argentina
1986,02 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,AGNOLIN Luigi (ITA),COURTNEY George (ENG),BRUMMEIER Horst (AUT),Mexico,132,24,52,Argentina
1986,02 Jun 1986 - 12:00,Group A,Estadio Ol�mpico Universitario,Mexico City,SANCHEZ ARMINIO Victoriano (ESP),GONZALEZ ROA Gabriel (PAR),DIAZ PALACIO Jesus (COL),Mexico,132,24,52,Argentina
1986,02 Jun 1986 - 16:00,Group F,Estadio Universitario,Monterrey,MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),TRAORE Idrissa (MLI),Mexico,132,24,52,Argentina
1986,03 Jun 1986 - 12:00,Group D,Tres de Marzo,Guadalajara,BUTENKO Valeri (RUS),DAINA Andre (SUI),PETROVIC Zoran (SRB),Mexico,132,24,52,Argentina
1986,03 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,ESPOSITO Carlos (ARG),SILVA VALENTE Carlos Alberto (POR),MENDEZ MOLINA Romulo (GUA),Mexico,132,24,52,Argentina
1986,03 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,ROTH Volker (GER),DOTCHEV Bogdan (BUL),AL SHARIF Jamal (SYR),Mexico,132,24,52,Argentina
1986,04 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,PICON-ACKONG Edwin (MRI),ULLOA MORERA Berny (CRC),SOCHA David (USA),Mexico,132,24,52,Argentina
1986,04 Jun 1986 - 16:00,Group E,Neza,Nezahualcoyotl,NEMETH Lajos (HUN),KIRSCHEN Siegfried (GER),AL SHANAR Fallaj Khuzam (KSA),Mexico,132,24,52,Argentina
1986,04 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,CHRISTOV Vojtech (TCH),SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),Mexico,132,24,52,Argentina
1986,05 Jun 1986 - 12:00,Group A,Cuauhtemoc,Puebla,KEIZER Jan (NED),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),Mexico,132,24,52,Argentina
1986,05 Jun 1986 - 12:00,Group C,Nou Camp - Estadio Le�n,Leon,ARPPI FILHO Romualdo (BRA),SANCHEZ ARMINIO Victoriano (ESP),TAKADA Shizuo (JPN),Mexico,132,24,52,Argentina
1986,05 Jun 1986 - 16:00,Group A,Estadio Ol�mpico Universitario,Mexico City,AL SHANAR Fallaj Khuzam (KSA),IGNA Ioan (ROU),BUTENKO Valeri (RUS),Mexico,132,24,52,Argentina
1986,06 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,AL SHARIF Jamal (SYR),PETROVIC Zoran (SRB),BAMBRIDGE Christopher (AUS),Mexico,132,24,52,Argentina
1986,06 Jun 1986 - 12:00,Group D,Jalisco,Guadalajara,MENDEZ MOLINA Romulo (GUA),MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),Mexico,132,24,52,Argentina
1986,06 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,GONZALEZ ROA Gabriel (PAR),ESPOSITO Carlos (ARG),KIRSCHEN Siegfried (GER),Mexico,132,24,52,Argentina
1986,07 Jun 1986 - 12:00,Group D,Tres de Marzo,Guadalajara,BRUMMEIER Horst (AUT),AGNOLIN Luigi (ITA),NEMETH Lajos (HUN),Mexico,132,24,52,Argentina
1986,07 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,COURTNEY George (ENG),FREDRIKSSON Erik (SWE),IGNA Ioan (ROU),Mexico,132,24,52,Argentina
1986,07 Jun 1986 - 16:00,Group F,Estadio Universitario,Monterrey,BENNACEUR Ali (TUN),PICON-ACKONG Edwin (MRI),TAKADA Shizuo (JPN),Mexico,132,24,52,Argentina
1986,08 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,DIAZ PALACIO Jesus (COL),CHRISTOV Vojtech (TCH),SANCHEZ ARMINIO Victoriano (ESP),Mexico,132,24,52,Argentina
1986,08 Jun 1986 - 16:00,Group E,Neza,Nezahualcoyotl,MARQUEZ RAMIREZ Antonio (MEX),KEIZER Jan (NED),ARPPI FILHO Romualdo (BRA),Mexico,132,24,52,Argentina
1986,08 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,IGNA Ioan (ROU),DOTCHEV Bogdan (BUL),SNODDY Alan (NIR),Mexico,132,24,52,Argentina
1986,09 Jun 1986 - 12:00,Group C,Nou Camp - Estadio Le�n,Leon,SILVA VALENTE Carlos Alberto (POR),PONNET Alexis (BEL),DAINA Andre (SUI),Mexico,132,24,52,Argentina
1986,09 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,TRAORE Idrissa (MLI),AL SHANAR Fallaj Khuzam (KSA),GONZALEZ ROA Gabriel (PAR),Mexico,132,24,52,Argentina
1986,10 Jun 1986 - 12:00,Group A,Cuauhtemoc,Puebla,SOCHA David (USA),URREA Joaquin (MEX),AL SHARIF Jamal (SYR),Mexico,132,24,52,Argentina
1986,10 Jun 1986 - 12:00,Group A,Estadio Ol�mpico Universitario,Mexico City,ULLOA MORERA Berny (CRC),ARPPI FILHO Romualdo (BRA),MARTINEZ BAZAN Jose Luis (URU),Mexico,132,24,52,Argentina
1986,11 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,DOTCHEV Bogdan (BUL),BENNACEUR Ali (TUN),SILVA ARCE Hernan (CHI),Mexico,132,24,52,Argentina
1986,11 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),AGNOLIN Luigi (ITA),Mexico,132,24,52,Argentina
1986,11 Jun 1986 - 16:00,Group F,Tres de Marzo,Guadalajara,SNODDY Alan (NIR),BUTENKO Valeri (RUS),ROTH Volker (GER),Mexico,132,24,52,Argentina
1986,11 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,DAINA Andre (SUI),BRUMMEIER Horst (AUT),CHRISTOV Vojtech (TCH),Mexico,132,24,52,Argentina
1986,12 Jun 1986 - 12:00,Group D,Jalisco,Guadalajara,KIRSCHEN Siegfried (GER),TRAORE Idrissa (MLI),COURTNEY George (ENG),Mexico,132,24,52,Argentina
1986,12 Jun 1986 - 12:00,Group D,Tecnologico,Monterrey,TAKADA Shizuo (JPN),PICON-ACKONG Edwin (MRI),ESPOSITO Carlos (ARG),Mexico,132,24,52,Argentina
1986,13 Jun 1986 - 12:00,Group E,Neza,Nezahualcoyotl,QUINIOU Joel (FRA),DIAZ PALACIO Jesus (COL),BENNACEUR Ali (TUN),Mexico,132,24,52,Argentina
1986,13 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,PONNET Alexis (BEL),BAMBRIDGE Christopher (AUS),FREDRIKSSON Erik (SWE),Mexico,132,24,52,Argentina
1986,15 Jun 1986 - 16:00,Round of 16,Nou Camp - Estadio Le�n,Leon,FREDRIKSSON Erik (SWE),SANCHEZ ARMINIO Victoriano (ESP),SOCHA David (USA),Mexico,132,24,52,Argentina
1986,15 Jun 1986 - 12:00,Round of 16,Estadio Azteca,Mexico City,ARPPI FILHO Romualdo (BRA),MENDEZ MOLINA Romulo (GUA),IGNA Ioan (ROU),Mexico,132,24,52,Argentina
1986,16 Jun 1986 - 16:00,Round of 16,Cuauhtemoc,Puebla,AGNOLIN Luigi (ITA),COURTNEY George (ENG),SILVA VALENTE Carlos Alberto (POR),Mexico,132,24,52,Argentina
1986,16 Jun 1986 - 12:00,Round of 16,Jalisco,Guadalajara,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),Mexico,132,24,52,Argentina
1986,17 Jun 1986 - 12:00,Round of 16,Estadio Ol�mpico Universitario,Mexico City,ESPOSITO Carlos (ARG),MARTINEZ BAZAN Jose Luis (URU),DIAZ PALACIO Jesus (COL),Mexico,132,24,52,Argentina
1986,17 Jun 1986 - 16:00,Round of 16,Estadio Universitario,Monterrey,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),BRUMMEIER Horst (AUT),Mexico,132,24,52,Argentina
1986,18 Jun 1986 - 12:00,Round of 16,Estadio Azteca,Mexico City,AL SHARIF Jamal (SYR),PONNET Alexis (BEL),AL SHANAR Fallaj Khuzam (KSA),Mexico,132,24,52,Argentina
1986,18 Jun 1986 - 16:00,Round of 16,Estadio Corregidora,Queretaro,KEIZER Jan (NED),BENNACEUR Ali (TUN),DOTCHEV Bogdan (BUL),Mexico,132,24,52,Argentina
1986,21 Jun 1986 - 12:00,Quarter-finals,Jalisco,Guadalajara,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),Mexico,132,24,52,Argentina
1986,21 Jun 1986 - 16:00,Quarter-finals,Estadio Universitario,Monterrey,DIAZ PALACIO Jesus (COL),BAMBRIDGE Christopher (AUS),SNODDY Alan (NIR),Mexico,132,24,52,Argentina
1986,22 Jun 1986 - 16:00,Quarter-finals,Cuauhtemoc,Puebla,KIRSCHEN Siegfried (GER),CODESAL MENDEZ Edgardo (MEX),BRUMMEIER Horst (AUT),Mexico,132,24,52,Argentina
1986,22 Jun 1986 - 12:00,Quarter-finals,Estadio Azteca,Mexico City,BENNACEUR Ali (TUN),ULLOA MORERA Berny (CRC),DOTCHEV Bogdan (BUL),Mexico,132,24,52,Argentina
1986,25 Jun 1986 - 12:00,Semi-finals,Jalisco,Guadalajara,AGNOLIN Luigi (ITA),PETROVIC Zoran (SRB),NEMETH Lajos (HUN),Mexico,132,24,52,Argentina
1986,25 Jun 1986 - 16:00,Semi-finals,Estadio Azteca,Mexico City,MARQUEZ RAMIREZ Antonio (MEX),MENDEZ MOLINA Romulo (GUA),SILVA VALENTE Carlos Alberto (POR),Mexico,132,24,52,Argentina
1986,28 Jun 1986 - 12:00,Match for third place,Cuauhtemoc,Puebla,COURTNEY George (ENG),SILVA ARCE Hernan (CHI),AL SHARIF Jamal (SYR),Mexico,132,24,52,Argentina
1986,29 Jun 1986 - 12:00,Final,Estadio Azteca,Mexico City,ARPPI FILHO Romualdo (BRA),FREDRIKSSON Erik (SWE),ULLOA MORERA Berny (CRC),Mexico,132,24,52,Argentina
1990,08 Jun 1990 - 18:00,Group B,Giuseppe Meazza,Milan,VAUTROT Michel (FRA),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),Italy,115,24,52,Germany
